filename,Interpreter,Song,Interpretation
3377.wav,133,Hakuna,Hum
3378.wav,90,Hakuna,Whistle
3379.wav,178,Hakuna,Hum
3380.wav,206,Hakuna,Hum
3381.wav,164,Hakuna,Hum
3382.wav,37,Hakuna,Hum
3383.wav,222,Hakuna,Hum
3384.wav,70,Hakuna,Whistle
3385.wav,188,Hakuna,Hum
3386.wav,152,Hakuna,Hum
3387.wav,163,Hakuna,Hum
3388.wav,190,Hakuna,Hum
3389.wav,203,Hakuna,Hum
3390.wav,182,Hakuna,Hum
3391.wav,58,Hakuna,Hum
3392.wav,26,Hakuna,Whistle
3393.wav,229,Hakuna,Hum
3394.wav,51,Hakuna,Hum
3395.wav,54,Hakuna,Whistle
3396.wav,229,Hakuna,Hum
3397.wav,61,Hakuna,Hum
3398.wav,18,Hakuna,Hum
3399.wav,169,Hakuna,Whistle
3400.wav,114,Hakuna,Hum
3401.wav,217,Hakuna,Hum
3402.wav,186,Hakuna,Hum
3403.wav,178,Hakuna,Whistle
3404.wav,104,Hakuna,Hum
3405.wav,155,Hakuna,Hum
3406.wav,96,Hakuna,Whistle
3407.wav,235,Hakuna,Hum
3408.wav,159,Hakuna,Hum
3409.wav,107,Hakuna,Hum
3410.wav,69,Hakuna,Whistle
3411.wav,91,Hakuna,Whistle
3412.wav,67,Hakuna,Whistle
3413.wav,76,Hakuna,Hum
3414.wav,69,Hakuna,Hum
3415.wav,103,Hakuna,Hum
3416.wav,146,Hakuna,Hum
3417.wav,165,Hakuna,Hum
3418.wav,107,Hakuna,Hum
3419.wav,4,Hakuna,Hum
3420.wav,144,Hakuna,Whistle
3421.wav,81,Hakuna,Hum
3422.wav,78,Hakuna,Hum
3423.wav,140,Hakuna,Hum
3424.wav,174,Hakuna,Whistle
3425.wav,175,Hakuna,Whistle
3426.wav,103,Hakuna,Hum
3427.wav,106,Hakuna,Whistle
3428.wav,201,Hakuna,Hum
3429.wav,83,Hakuna,Hum
3430.wav,226,Hakuna,Hum
3431.wav,9,Hakuna,Whistle
3432.wav,214,Hakuna,Hum
3433.wav,211,Hakuna,Hum
3434.wav,23,Hakuna,Hum
3435.wav,96,Hakuna,Hum
3436.wav,25,Hakuna,Hum
3437.wav,205,Hakuna,Hum
3438.wav,216,Hakuna,Hum
3439.wav,146,Hakuna,Whistle
3440.wav,91,Hakuna,Whistle
3441.wav,235,Hakuna,Hum
3442.wav,17,Hakuna,Hum
3443.wav,30,Hakuna,Whistle
3444.wav,159,Hakuna,Hum
3445.wav,1,Hakuna,Hum
3446.wav,207,Hakuna,Whistle
3447.wav,67,Hakuna,Whistle
3448.wav,100,Hakuna,Whistle
3449.wav,104,Hakuna,Hum
3450.wav,186,Hakuna,Hum
3451.wav,138,Hakuna,Hum
3452.wav,83,Hakuna,Whistle
3453.wav,233,Hakuna,Hum
3454.wav,62,Hakuna,Hum
3455.wav,90,Hakuna,Whistle
3456.wav,209,Hakuna,Hum
3457.wav,109,Hakuna,Whistle
3458.wav,110,Hakuna,Hum
3459.wav,183,Hakuna,Hum
3460.wav,44,Hakuna,Hum
3461.wav,57,Hakuna,Hum
3462.wav,56,Hakuna,Hum
3463.wav,184,Hakuna,Hum
3464.wav,150,Hakuna,Hum
3465.wav,207,Hakuna,Hum
3466.wav,51,Hakuna,Hum
3467.wav,192,Hakuna,Hum
3468.wav,116,Hakuna,Hum
3469.wav,163,Hakuna,Hum
3470.wav,10,Hakuna,Hum
3471.wav,168,Hakuna,Hum
3472.wav,50,Hakuna,Hum
3473.wav,128,Hakuna,Hum
3474.wav,82,Hakuna,Whistle
3475.wav,218,Hakuna,Whistle
3476.wav,187,Hakuna,Hum
3477.wav,54,Hakuna,Hum
3478.wav,43,Hakuna,Whistle
3479.wav,78,Hakuna,Hum
3480.wav,215,Hakuna,Whistle
3481.wav,163,Hakuna,Hum
3482.wav,170,Hakuna,Whistle
3483.wav,114,Hakuna,Hum
3484.wav,234,Hakuna,Whistle
3485.wav,44,Hakuna,Whistle
3486.wav,19,Hakuna,Hum
3487.wav,135,Hakuna,Hum
3488.wav,156,Hakuna,Hum
3489.wav,100,Hakuna,Hum
3490.wav,154,Hakuna,Hum
3491.wav,150,Hakuna,Hum
3492.wav,61,Hakuna,Whistle
3493.wav,150,Hakuna,Whistle
3494.wav,32,Hakuna,Hum
3495.wav,79,Hakuna,Hum
3496.wav,105,Hakuna,Hum
3497.wav,203,Hakuna,Whistle
3498.wav,113,Hakuna,Hum
3499.wav,118,Hakuna,Hum
3500.wav,194,Hakuna,Hum
3501.wav,135,Hakuna,Whistle
3502.wav,91,Hakuna,Hum
3503.wav,120,Hakuna,Whistle
3504.wav,95,Hakuna,Hum
3505.wav,198,Hakuna,Hum
3506.wav,38,Hakuna,Whistle
3507.wav,77,Hakuna,Hum
3508.wav,5,Hakuna,Hum
3509.wav,119,Hakuna,Hum
3510.wav,68,Hakuna,Hum
3511.wav,65,Hakuna,Hum
3512.wav,197,Hakuna,Whistle
3513.wav,14,Hakuna,Hum
3514.wav,91,Hakuna,Hum
3515.wav,196,Hakuna,Hum
3516.wav,203,Hakuna,Hum
3517.wav,218,Hakuna,Hum
3518.wav,31,Hakuna,Hum
3519.wav,208,Hakuna,Whistle
3520.wav,157,Hakuna,Hum
3521.wav,218,Hakuna,Whistle
3522.wav,161,Hakuna,Hum
3523.wav,151,Hakuna,Whistle
3524.wav,61,Hakuna,Whistle
3525.wav,9,Hakuna,Whistle
3526.wav,136,Hakuna,Whistle
3527.wav,33,Hakuna,Hum
3528.wav,128,Hakuna,Hum
3529.wav,205,Hakuna,Whistle
3530.wav,179,Hakuna,Hum
3531.wav,53,Hakuna,Hum
3532.wav,215,Hakuna,Hum
3533.wav,176,Hakuna,Hum
3534.wav,153,Hakuna,Whistle
3535.wav,47,Hakuna,Hum
3536.wav,232,Hakuna,Hum
3537.wav,113,Hakuna,Hum
3538.wav,216,Hakuna,Hum
3539.wav,224,Hakuna,Hum
3540.wav,147,Hakuna,Hum
3541.wav,232,Hakuna,Whistle
3542.wav,71,Hakuna,Whistle
3543.wav,18,Hakuna,Hum
3544.wav,213,Hakuna,Hum
3545.wav,0,Hakuna,Hum
3546.wav,99,Hakuna,Hum
3547.wav,42,Hakuna,Hum
3548.wav,213,Hakuna,Whistle
3549.wav,120,Hakuna,Whistle
3550.wav,11,Hakuna,Hum
3551.wav,95,Hakuna,Hum
3552.wav,137,Hakuna,Hum
3553.wav,191,Hakuna,Hum
3554.wav,212,Hakuna,Hum
3555.wav,166,Hakuna,Hum
3556.wav,58,Hakuna,Whistle
3557.wav,122,Hakuna,Hum
3558.wav,233,Hakuna,Hum
3559.wav,124,Hakuna,Hum
3560.wav,59,Hakuna,Hum
3561.wav,185,Hakuna,Whistle
3562.wav,56,Hakuna,Hum
3563.wav,176,Hakuna,Hum
3564.wav,179,Hakuna,Hum
3565.wav,207,Hakuna,Whistle
3566.wav,97,Hakuna,Hum
3567.wav,123,Hakuna,Whistle
3568.wav,220,Hakuna,Whistle
3569.wav,66,Hakuna,Whistle
3570.wav,172,Hakuna,Hum
3571.wav,209,Hakuna,Hum
3572.wav,60,Hakuna,Hum
3573.wav,151,Hakuna,Whistle
3574.wav,127,Hakuna,Hum
3575.wav,24,Hakuna,Hum
3576.wav,129,Hakuna,Whistle
3577.wav,231,Hakuna,Hum
3578.wav,149,Hakuna,Whistle
3579.wav,143,Hakuna,Hum
3580.wav,26,Hakuna,Hum
3581.wav,205,Hakuna,Whistle
3582.wav,129,Hakuna,Hum
3583.wav,84,Hakuna,Hum
3584.wav,35,Hakuna,Hum
3585.wav,53,Hakuna,Whistle
3586.wav,200,Hakuna,Whistle
3587.wav,105,Hakuna,Whistle
3588.wav,123,Hakuna,Hum
3589.wav,11,Hakuna,Hum
3590.wav,112,Hakuna,Hum
3591.wav,14,Hakuna,Hum
3592.wav,156,Hakuna,Hum
3593.wav,26,Hakuna,Hum
3594.wav,137,Hakuna,Whistle
3595.wav,122,Hakuna,Whistle
3596.wav,113,Hakuna,Hum
3597.wav,115,Hakuna,Hum
3598.wav,95,Hakuna,Hum
3599.wav,109,Hakuna,Hum
3600.wav,188,Hakuna,Hum
3601.wav,72,Hakuna,Hum
3602.wav,38,Hakuna,Hum
3603.wav,168,Hakuna,Hum
3604.wav,225,Hakuna,Hum
3605.wav,169,Hakuna,Whistle
3606.wav,5,Hakuna,Whistle
3607.wav,198,Hakuna,Whistle
3608.wav,21,Hakuna,Hum
3609.wav,116,Hakuna,Hum
3610.wav,18,Hakuna,Hum
3611.wav,144,Hakuna,Hum
3612.wav,184,Hakuna,Whistle
3613.wav,185,Hakuna,Whistle
3614.wav,131,Hakuna,Hum
3615.wav,186,Hakuna,Hum
3616.wav,16,Hakuna,Hum
3617.wav,50,Hakuna,Hum
3618.wav,28,Hakuna,Hum
3619.wav,37,Hakuna,Hum
3620.wav,204,Hakuna,Hum
3621.wav,122,Hakuna,Hum
3622.wav,30,Hakuna,Hum
3623.wav,32,Hakuna,Hum
3624.wav,40,Hakuna,Hum
3625.wav,190,Hakuna,Whistle
3626.wav,212,Hakuna,Hum
3627.wav,229,Hakuna,Hum
3628.wav,51,Hakuna,Hum
3629.wav,126,Hakuna,Hum
3630.wav,72,Hakuna,Hum
3631.wav,97,Hakuna,Whistle
3632.wav,192,Hakuna,Hum
3633.wav,178,Hakuna,Hum
3634.wav,119,Hakuna,Hum
3635.wav,219,Hakuna,Whistle
3636.wav,55,Hakuna,Hum
3637.wav,232,Hakuna,Hum
3638.wav,204,Hakuna,Hum
3639.wav,110,Hakuna,Hum
3640.wav,179,Hakuna,Hum
3641.wav,116,Hakuna,Hum
3642.wav,20,Hakuna,Whistle
3643.wav,63,Hakuna,Hum
3644.wav,105,Hakuna,Hum
3645.wav,176,Hakuna,Hum
3646.wav,228,Hakuna,Hum
3647.wav,121,Hakuna,Whistle
3648.wav,118,Hakuna,Hum
3649.wav,21,Hakuna,Hum
3650.wav,24,Hakuna,Hum
3651.wav,129,Hakuna,Whistle
3652.wav,53,Hakuna,Hum
3653.wav,87,Hakuna,Hum
3654.wav,82,Hakuna,Whistle
3655.wav,122,Hakuna,Whistle
3656.wav,220,Hakuna,Hum
3657.wav,151,Hakuna,Hum
3658.wav,129,Hakuna,Hum
3659.wav,13,Hakuna,Hum
3660.wav,89,Hakuna,Hum
3661.wav,46,Hakuna,Whistle
3662.wav,161,Hakuna,Hum
3663.wav,205,Hakuna,Hum
3664.wav,156,Hakuna,Hum
3665.wav,178,Hakuna,Whistle
3666.wav,72,Hakuna,Whistle
3667.wav,140,Hakuna,Hum
3668.wav,58,Hakuna,Whistle
3669.wav,46,Hakuna,Hum
3670.wav,230,Hakuna,Whistle
3671.wav,224,Hakuna,Hum
3672.wav,101,Hakuna,Hum
3673.wav,144,Hakuna,Whistle
3674.wav,13,Hakuna,Hum
3675.wav,133,Hakuna,Hum
3676.wav,147,Hakuna,Hum
3677.wav,218,Hakuna,Hum
3678.wav,37,Hakuna,Hum
3679.wav,147,Hakuna,Hum
3680.wav,204,Hakuna,Hum
3681.wav,20,Hakuna,Hum
3682.wav,14,Hakuna,Whistle
3683.wav,79,Hakuna,Hum
3684.wav,189,Hakuna,Hum
3685.wav,200,Hakuna,Hum
3686.wav,113,Hakuna,Hum
3687.wav,141,Hakuna,Whistle
3688.wav,199,Hakuna,Hum
3689.wav,153,Hakuna,Whistle
3690.wav,0,Hakuna,Whistle
3691.wav,140,Hakuna,Hum
3692.wav,62,Hakuna,Hum
3693.wav,117,Hakuna,Hum
3694.wav,30,Hakuna,Whistle
3695.wav,94,Hakuna,Hum
3696.wav,155,Hakuna,Hum
3697.wav,133,Hakuna,Hum
3698.wav,175,Hakuna,Hum
3699.wav,45,Hakuna,Hum
3700.wav,118,Hakuna,Hum
3701.wav,217,Hakuna,Whistle
3702.wav,230,Hakuna,Whistle
3703.wav,153,Hakuna,Hum
3704.wav,216,Hakuna,Whistle
3705.wav,206,Hakuna,Hum
3706.wav,76,Hakuna,Whistle
3707.wav,152,Hakuna,Hum
3708.wav,172,Hakuna,Whistle
3709.wav,147,Hakuna,Hum
3710.wav,42,Hakuna,Hum
3711.wav,125,Hakuna,Hum
3712.wav,145,Hakuna,Whistle
3713.wav,185,Hakuna,Hum
3714.wav,134,Hakuna,Hum
3715.wav,65,Hakuna,Hum
3716.wav,124,Hakuna,Hum
3717.wav,10,Hakuna,Whistle
3718.wav,103,Hakuna,Hum
3719.wav,86,Hakuna,Hum
3720.wav,213,Hakuna,Whistle
3721.wav,46,Hakuna,Hum
3722.wav,159,Hakuna,Hum
3723.wav,194,Hakuna,Hum
3724.wav,77,Hakuna,Hum
3725.wav,102,Hakuna,Hum
3726.wav,139,Hakuna,Hum
3727.wav,191,Hakuna,Hum
3728.wav,87,Hakuna,Whistle
3729.wav,93,Hakuna,Hum
3730.wav,106,Hakuna,Hum
3731.wav,66,Hakuna,Hum
3732.wav,38,Hakuna,Whistle
3733.wav,186,Hakuna,Hum
3734.wav,163,Hakuna,Hum
3735.wav,90,Hakuna,Hum
3736.wav,32,Hakuna,Hum
3737.wav,194,Hakuna,Hum
3738.wav,98,Hakuna,Hum
3739.wav,73,Hakuna,Hum
3740.wav,17,Hakuna,Hum
3741.wav,192,Hakuna,Whistle
3742.wav,15,Hakuna,Hum
3743.wav,22,Hakuna,Hum
3744.wav,66,Hakuna,Whistle
3745.wav,57,Hakuna,Whistle
3746.wav,164,Hakuna,Whistle
3747.wav,45,Hakuna,Hum
3748.wav,11,Hakuna,Hum
3749.wav,98,Hakuna,Hum
3750.wav,204,Hakuna,Hum
3751.wav,214,Hakuna,Hum
3752.wav,138,Hakuna,Hum
3753.wav,31,Hakuna,Hum
3754.wav,233,Hakuna,Hum
3755.wav,71,Hakuna,Whistle
3756.wav,5,Hakuna,Hum
3757.wav,123,Hakuna,Hum
3758.wav,67,Hakuna,Hum
3759.wav,220,Hakuna,Whistle
3760.wav,226,Hakuna,Hum
3761.wav,212,Hakuna,Whistle
3762.wav,154,Hakuna,Whistle
3763.wav,180,Hakuna,Hum
3764.wav,182,Hakuna,Hum
3765.wav,81,Hakuna,Hum
3766.wav,112,Hakuna,Hum
3767.wav,150,Hakuna,Whistle
3768.wav,161,Hakuna,Hum
3769.wav,89,Hakuna,Whistle
3770.wav,23,Hakuna,Hum
3771.wav,43,Hakuna,Hum
3772.wav,68,Hakuna,Hum
3773.wav,167,Hakuna,Hum
3774.wav,148,Hakuna,Hum
3775.wav,234,Hakuna,Hum
3776.wav,177,Hakuna,Hum
3777.wav,82,Hakuna,Hum
3778.wav,179,Hakuna,Hum
3779.wav,139,Hakuna,Hum
3780.wav,134,Hakuna,Whistle
3781.wav,44,Hakuna,Whistle
3782.wav,69,Hakuna,Whistle
3783.wav,157,Hakuna,Hum
3784.wav,155,Hakuna,Hum
3785.wav,68,Hakuna,Hum
3786.wav,160,Hakuna,Whistle
3787.wav,123,Hakuna,Whistle
3788.wav,144,Hakuna,Hum
3789.wav,110,Hakuna,Hum
3790.wav,131,Hakuna,Hum
3791.wav,22,Hakuna,Whistle
3792.wav,145,Hakuna,Hum
3793.wav,145,Hakuna,Whistle
3794.wav,173,Hakuna,Hum
3795.wav,8,Hakuna,Whistle
3796.wav,25,Hakuna,Hum
3797.wav,208,Hakuna,Hum
3798.wav,73,Hakuna,Hum
3799.wav,124,Hakuna,Hum
3800.wav,49,Hakuna,Hum
3801.wav,71,Hakuna,Hum
3802.wav,57,Hakuna,Whistle
3803.wav,161,Hakuna,Hum
3804.wav,224,Hakuna,Hum
3805.wav,138,Hakuna,Hum
3806.wav,93,Hakuna,Hum
3807.wav,14,Hakuna,Whistle
3808.wav,142,Hakuna,Hum
3809.wav,92,Hakuna,Hum
3810.wav,63,Hakuna,Hum
3811.wav,90,Hakuna,Hum
3812.wav,118,Hakuna,Hum
3813.wav,165,Hakuna,Hum
3814.wav,24,Hakuna,Whistle
3815.wav,100,Hakuna,Hum
3816.wav,43,Hakuna,Hum
3817.wav,93,Hakuna,Hum
3818.wav,169,Hakuna,Hum
3819.wav,175,Hakuna,Hum
3820.wav,209,Hakuna,Hum
3821.wav,219,Hakuna,Hum
3822.wav,146,Hakuna,Whistle
3823.wav,28,Hakuna,Hum
3824.wav,194,Hakuna,Hum
3825.wav,43,Hakuna,Whistle
3826.wav,69,Hakuna,Hum
3827.wav,226,Hakuna,Hum
3828.wav,80,Hakuna,Whistle
3829.wav,35,Hakuna,Hum
3830.wav,157,Hakuna,Hum
3831.wav,47,Hakuna,Hum
3832.wav,174,Hakuna,Hum
3833.wav,217,Hakuna,Hum
3834.wav,22,Hakuna,Whistle
3835.wav,98,Hakuna,Whistle
3836.wav,152,Hakuna,Hum
3837.wav,109,Hakuna,Whistle
3838.wav,25,Hakuna,Hum
3839.wav,131,Hakuna,Hum
3840.wav,19,Hakuna,Hum
3841.wav,74,Hakuna,Hum
3842.wav,101,Hakuna,Hum
3843.wav,211,Hakuna,Hum
3844.wav,184,Hakuna,Whistle
3845.wav,94,Hakuna,Hum
3846.wav,16,Hakuna,Whistle
3847.wav,206,Hakuna,Hum
3848.wav,187,Hakuna,Hum
3849.wav,86,Hakuna,Hum
3850.wav,197,Hakuna,Hum
3851.wav,197,Hakuna,Whistle
3852.wav,42,Hakuna,Hum
3853.wav,141,Hakuna,Hum
3854.wav,195,Hakuna,Whistle
3855.wav,180,Hakuna,Hum
3856.wav,53,Hakuna,Whistle
3857.wav,73,Hakuna,Whistle
3858.wav,215,Hakuna,Whistle
3859.wav,82,Hakuna,Hum
3860.wav,5,Hakuna,Whistle
3861.wav,108,Hakuna,Hum
3862.wav,200,Hakuna,Whistle
3863.wav,110,Hakuna,Hum
3864.wav,0,Hakuna,Hum
3865.wav,115,Hakuna,Hum
3866.wav,88,Hakuna,Hum
3867.wav,63,Hakuna,Hum
3868.wav,33,Hakuna,Whistle
3869.wav,173,Hakuna,Hum
3870.wav,201,Hakuna,Whistle
3871.wav,22,Hakuna,Hum
3872.wav,181,Hakuna,Hum
3873.wav,230,Hakuna,Hum
3874.wav,49,Hakuna,Hum
3875.wav,136,Hakuna,Hum
3876.wav,216,Hakuna,Whistle
3877.wav,31,Hakuna,Hum
3878.wav,17,Hakuna,Whistle
3879.wav,143,Hakuna,Hum
3880.wav,54,Hakuna,Whistle
3881.wav,65,Hakuna,Hum
3882.wav,128,Hakuna,Whistle
3883.wav,79,Hakuna,Hum
3884.wav,125,Hakuna,Hum
3885.wav,181,Hakuna,Hum
3886.wav,19,Hakuna,Hum
3887.wav,55,Hakuna,Whistle
3888.wav,120,Hakuna,Hum
3889.wav,27,Hakuna,Hum
3890.wav,126,Hakuna,Hum
3891.wav,10,Hakuna,Whistle
3892.wav,213,Hakuna,Hum
3893.wav,29,Hakuna,Whistle
3894.wav,99,Hakuna,Hum
3895.wav,141,Hakuna,Whistle
3896.wav,228,Hakuna,Whistle
3897.wav,28,Hakuna,Hum
3898.wav,190,Hakuna,Whistle
3899.wav,101,Hakuna,Hum
3900.wav,136,Hakuna,Hum
3901.wav,102,Hakuna,Hum
3902.wav,16,Hakuna,Hum
3903.wav,89,Hakuna,Hum
3904.wav,50,Hakuna,Hum
3905.wav,229,Hakuna,Hum
3906.wav,105,Hakuna,Whistle
3907.wav,212,Hakuna,Whistle
3908.wav,111,Hakuna,Hum
3909.wav,227,Hakuna,Hum
3910.wav,45,Hakuna,Hum
3911.wav,207,Hakuna,Hum
3912.wav,134,Hakuna,Whistle
3913.wav,102,Hakuna,Hum
3914.wav,79,Hakuna,Hum
3915.wav,52,Hakuna,Whistle
3916.wav,148,Hakuna,Hum
3917.wav,11,Hakuna,Hum
3918.wav,62,Hakuna,Hum
3919.wav,97,Hakuna,Whistle
3920.wav,49,Hakuna,Whistle
3921.wav,88,Hakuna,Hum
3922.wav,135,Hakuna,Hum
3923.wav,9,Hakuna,Hum
3924.wav,173,Hakuna,Hum
3925.wav,160,Hakuna,Hum
3926.wav,203,Hakuna,Whistle
3927.wav,52,Hakuna,Hum
3928.wav,191,Hakuna,Whistle
3929.wav,86,Hakuna,Hum
3930.wav,77,Hakuna,Hum
3931.wav,18,Hakuna,Hum
3932.wav,196,Hakuna,Hum
3933.wav,137,Hakuna,Hum
3934.wav,188,Hakuna,Hum
3935.wav,21,Hakuna,Hum
3936.wav,35,Hakuna,Hum
3937.wav,40,Hakuna,Hum
3938.wav,96,Hakuna,Whistle
3939.wav,223,Hakuna,Hum
3940.wav,42,Hakuna,Hum
3941.wav,214,Hakuna,Whistle
3942.wav,104,Hakuna,Hum
3943.wav,136,Hakuna,Whistle
3944.wav,137,Hakuna,Whistle
3945.wav,107,Hakuna,Hum
3946.wav,4,Hakuna,Hum
3947.wav,148,Hakuna,Hum
3948.wav,15,Hakuna,Hum
3949.wav,140,Hakuna,Hum
3950.wav,101,Hakuna,Hum
3951.wav,30,Hakuna,Hum
3952.wav,177,Hakuna,Hum
3953.wav,159,Hakuna,Hum
3954.wav,164,Hakuna,Whistle
3955.wav,6,Hakuna,Hum
3956.wav,59,Hakuna,Whistle
3957.wav,154,Hakuna,Hum
3958.wav,181,Hakuna,Hum
3959.wav,152,Hakuna,Hum
3960.wav,188,Hakuna,Hum
3961.wav,80,Hakuna,Whistle
3962.wav,206,Hakuna,Hum
3963.wav,231,Hakuna,Hum
3964.wav,10,Hakuna,Hum
3965.wav,221,Hakuna,Hum
3966.wav,40,Hakuna,Whistle
3967.wav,99,Hakuna,Hum
3968.wav,3,Hakuna,Hum
3969.wav,139,Hakuna,Whistle
3970.wav,55,Hakuna,Hum
3971.wav,32,Hakuna,Hum
3972.wav,177,Hakuna,Hum
3973.wav,127,Hakuna,Hum
3974.wav,64,Hakuna,Hum
3975.wav,234,Hakuna,Whistle
3976.wav,112,Hakuna,Hum
3977.wav,157,Hakuna,Hum
3978.wav,81,Hakuna,Hum
3979.wav,76,Hakuna,Hum
3980.wav,7,Hakuna,Hum
3981.wav,215,Hakuna,Hum
3982.wav,58,Hakuna,Hum
3983.wav,187,Hakuna,Hum
3984.wav,191,Hakuna,Whistle
3985.wav,80,Hakuna,Whistle
3986.wav,114,Hakuna,Hum
3987.wav,209,Hakuna,Hum
3988.wav,182,Hakuna,Hum
3989.wav,94,Hakuna,Hum
3990.wav,117,Hakuna,Hum
3991.wav,7,Hakuna,Hum
3992.wav,20,Hakuna,Whistle
3993.wav,98,Hakuna,Whistle
3994.wav,160,Hakuna,Whistle
3995.wav,149,Hakuna,Hum
3996.wav,15,Hakuna,Whistle
3997.wav,175,Hakuna,Whistle
3998.wav,4,Hakuna,Hum
3999.wav,200,Hakuna,Hum
4000.wav,156,Hakuna,Hum
4001.wav,64,Hakuna,Hum
4002.wav,34,Hakuna,Hum
4003.wav,131,Hakuna,Hum
4004.wav,56,Hakuna,Hum
4005.wav,45,Hakuna,Hum
4006.wav,160,Hakuna,Hum
4007.wav,88,Hakuna,Hum
4008.wav,235,Hakuna,Hum
4009.wav,44,Hakuna,Hum
4010.wav,99,Hakuna,Hum
4011.wav,141,Hakuna,Hum
4012.wav,4,Hakuna,Hum
4013.wav,198,Hakuna,Whistle
4014.wav,107,Hakuna,Hum
4015.wav,31,Hakuna,Hum
4016.wav,143,Hakuna,Hum
4017.wav,60,Hakuna,Hum
4018.wav,174,Hakuna,Hum
4019.wav,47,Hakuna,Whistle
4020.wav,13,Hakuna,Whistle
4021.wav,230,Hakuna,Hum
4022.wav,142,Hakuna,Hum
4023.wav,117,Hakuna,Hum
4024.wav,181,Hakuna,Hum
4025.wav,172,Hakuna,Hum
4026.wav,112,Hakuna,Hum
4027.wav,74,Hakuna,Hum
4028.wav,92,Hakuna,Whistle
4029.wav,111,Hakuna,Hum
4030.wav,66,Hakuna,Hum
4031.wav,0,Hakuna,Whistle
4032.wav,222,Hakuna,Hum
4033.wav,164,Hakuna,Hum
4034.wav,71,Hakuna,Hum
4035.wav,139,Hakuna,Whistle
4036.wav,195,Hakuna,Whistle
4037.wav,176,Hakuna,Hum
4038.wav,8,Hakuna,Hum
4039.wav,1,Hakuna,Hum
4040.wav,106,Hakuna,Hum
4041.wav,180,Hakuna,Hum
4042.wav,177,Hakuna,Hum
4043.wav,166,Hakuna,Hum
4044.wav,47,Hakuna,Whistle
4045.wav,234,Hakuna,Hum
4046.wav,146,Hakuna,Hum
4047.wav,2,Hakuna,Hum
4048.wav,76,Hakuna,Whistle
4049.wav,231,Hakuna,Whistle
4050.wav,126,Hakuna,Hum
4051.wav,35,Hakuna,Hum
4052.wav,235,Hakuna,Hum
4053.wav,2,Hakuna,Hum
4054.wav,74,Hakuna,Hum
4055.wav,211,Hakuna,Hum
4056.wav,196,Hakuna,Whistle
4057.wav,87,Hakuna,Hum
4058.wav,121,Hakuna,Whistle
4059.wav,20,Hakuna,Hum
4060.wav,55,Hakuna,Whistle
4061.wav,221,Hakuna,Hum
4062.wav,184,Hakuna,Hum
4063.wav,29,Hakuna,Hum
4064.wav,222,Hakuna,Whistle
4065.wav,80,Hakuna,Whistle
4066.wav,226,Hakuna,Hum
4067.wav,182,Hakuna,Hum
4068.wav,100,Hakuna,Whistle
4069.wav,72,Hakuna,Whistle
4070.wav,135,Hakuna,Whistle
4071.wav,114,Hakuna,Hum
4072.wav,28,Hakuna,Hum
4073.wav,134,Hakuna,Hum
4074.wav,83,Hakuna,Hum
4075.wav,106,Hakuna,Whistle
4076.wav,199,Hakuna,Hum
4077.wav,143,Hakuna,Hum
4078.wav,214,Hakuna,Whistle
4079.wav,50,Hakuna,Hum
4080.wav,127,Hakuna,Hum
4081.wav,151,Hakuna,Hum
4082.wav,196,Hakuna,Whistle
4083.wav,190,Hakuna,Hum
4084.wav,117,Hakuna,Hum
4085.wav,222,Hakuna,Whistle
4086.wav,29,Hakuna,Whistle
4087.wav,199,Hakuna,Hum
4088.wav,170,Hakuna,Whistle
4089.wav,187,Hakuna,Hum
4090.wav,103,Hakuna,Hum
4091.wav,111,Hakuna,Whistle
4092.wav,165,Hakuna,Hum
4093.wav,57,Hakuna,Hum
4094.wav,40,Hakuna,Whistle
4095.wav,7,Hakuna,Hum
4096.wav,15,Hakuna,Whistle
4097.wav,3,Hakuna,Hum
4098.wav,29,Hakuna,Hum
4099.wav,233,Hakuna,Hum
4100.wav,165,Hakuna,Hum
4101.wav,83,Hakuna,Whistle
4102.wav,25,Hakuna,Hum
4103.wav,217,Hakuna,Whistle
4104.wav,138,Hakuna,Hum
4105.wav,17,Hakuna,Whistle
4106.wav,155,Hakuna,Hum
4107.wav,89,Hakuna,Whistle
4108.wav,223,Hakuna,Hum
4109.wav,198,Hakuna,Hum
4110.wav,102,Hakuna,Hum
4111.wav,232,Hakuna,Whistle
4112.wav,231,Hakuna,Whistle
4113.wav,74,Hakuna,Hum
4114.wav,51,Hakuna,Hum
4115.wav,59,Hakuna,Hum
4116.wav,86,Hakuna,Hum
4117.wav,109,Hakuna,Hum
4118.wav,24,Hakuna,Whistle
4119.wav,128,Hakuna,Whistle
4120.wav,148,Hakuna,Hum
4121.wav,183,Hakuna,Hum
4122.wav,174,Hakuna,Whistle
4123.wav,65,Hakuna,Hum
4124.wav,59,Hakuna,Whistle
4125.wav,115,Hakuna,Hum
4126.wav,9,Hakuna,Hum
4127.wav,185,Hakuna,Hum
4128.wav,54,Hakuna,Hum
4129.wav,38,Hakuna,Hum
4130.wav,67,Hakuna,Hum
4131.wav,7,Hakuna,Hum
4132.wav,56,Hakuna,Hum
4133.wav,111,Hakuna,Whistle
4134.wav,63,Hakuna,Hum
4135.wav,108,Hakuna,Hum
4136.wav,169,Hakuna,Hum
4137.wav,26,Hakuna,Whistle
4138.wav,49,Hakuna,Whistle
4139.wav,81,Hakuna,Hum
4140.wav,108,Hakuna,Hum
4141.wav,124,Hakuna,Hum
